symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
STX19	NA	2.76	2.7	885	FALSE	443	3523.45214844	18	0	FALSE	2.5612e-07
STX1A	0.0110323089046493	3	1.71	1233	FALSE	1220	33340.3085938	70	14.759851	TRUE	0.9785
STX1B	0	3.59	1.18	1059	FALSE	1249	23273.4101562	76	32.463347	TRUE	0.98766
STX3	0.0344009489916963	3.34	1.12	1197	FALSE	720	9525.01367188	27	2.622736	FALSE	0.041297
STX4	0.14390243902439	3.47	1.01	1278	FALSE	714	26037.8359375	26	7.213741	FALSE	1.3021e-07
STX5	0.0649350649350649	3.92	1.33	1258	FALSE	693	32236.7617188	15	20.130615	FALSE	0.84297
STX8	0.08710407239819	3.47	-0.25	823	FALSE	597	10326.2128906	15	20.00803	FALSE	1.3184e-08
STXBP1	0	3.72	0.79	2191	FALSE	1438	48105.4453125	126	87.513628	TRUE	1
STXBP3	0.106728538283063	4.05	1.02	2067	FALSE	666	11797.4375	17	2.344689	FALSE	5.1597e-05
STXBP4	0.466230936819172	2.96	0.25	1941.667	FALSE	363	3507.578125	15	0	FALSE	2.5154e-14
STXBP5	0.136631330977621	3.71	2.5	4006	FALSE	638	8036.51220703	30	4.622682	FALSE	0.99956
STXBP5L	0.135064935064935	3.94	1.15	4147	FALSE	956	10752.1582031	58	1.203823	FALSE	0.99926
STXBP6	0	4.06	0.99	874	FALSE	655	11974.7167969	21	1.848891	FALSE	7.8743e-05
STYK1	0.678	2.15	0.09	1408	FALSE	360	3271.79882812	12	0	FALSE	9.1009e-11
STYX	0.247588424437299	4.36	1.51	832	FALSE	606	5127.85253906	22	4.169081	FALSE	0.37747
SUCLA2	0.201680672268908	3.95	0.54	1552	FALSE	1097	16772.1503906	22	10.77806	FALSE	0.0023488
SUCLG1	0.134848484848485	3.42	-1.65	1169	FALSE	1671	42461.1210938	53	14.100109	FALSE	0.00048193
SUCLG2	0.641496710017873	3.56	0.24	1693	FALSE	1325	24077.3925781	61	0	FALSE	5.7163e-14
SUCNR1	0.213029989658738	0.96	0.57	1021	FALSE	493	8078.17724609	4	0	FALSE	0.00076877
SUCO	0.178571428571429	3.23	0.03	4739	FALSE	348	6397.95410156	14	8.558851	FALSE	0.97455
SUFU	0	3.89	2.2	1795	TRUE	1220	57924.8515625	67	6.759787	TRUE	0.99992
SUGCT	0.287694974003466	3	-0.26	1773	FALSE	440	4518.99316406	14	0	FALSE	2.8168e-09
SUGP1	0.0932060640089837	2.52	1.53	2285	FALSE	719	7964.46240234	35	10.686327	FALSE	0.99568
SUGP2	0.25974025974026	1.89	1.08	3586	FALSE	208	1687.73449707	6	27.448948	FALSE	0.99995
SULF1	0.056782334384858	3.36	2.6	2904	FALSE	641	14253.1445312	28	0	FALSE	0.0013751
SULF2	0.0419847328244275	3.23	0.79	2917	FALSE	516	11827.0839844	19	6.235321	FALSE	0.010585
SULT1C2	0.442913385826772	1.91	-0.46	1140	FALSE	372	4941.640625	6	0	FALSE	2.646e-10
SULT1E1	0.466960352422907	1.34	0.83	981	FALSE	459	7155.75195312	16	0	FALSE	1.9701e-07
SULT2A1	0.529294935451837	-0.2	-1.34	938	FALSE	534	7541.54003906	11	0	FALSE	1.2523e-15
SULT2B1	0.0920336467095497	1.14	0.6	1220	FALSE	1161	36196.6367188	64	0	FALSE	0.43553
SULT4A1	0.066884176182708	3.27	-0.19	1000	FALSE	943	17167.4101562	51	22.75257	FALSE	0.96563
SULT6B1	0.366247755834829	2.5	-0.22	1008	FALSE	107	503.4871521	3	0	FALSE	3.056e-20
SUMO2	0.535652920962199	4.66	2.63	336	FALSE	2401	109717.84375	90	64.33733	FALSE	0.86943
SUMO3	0.0221577269361019	1.52	0.56	816	FALSE	1914	73403.875	72	41.246333	FALSE	0.32841
SUN1	0.348302300109529	0.92	-0.21	3481	FALSE	646	13031.1347656	25	9.304807	FALSE	9.1868e-06
SUN2	0.215751525235718	2.09	0.04	2829	FALSE	611	9700.45605469	25	21.896382	FALSE	1.9389e-08
SUN5	0.30958904109589	1.15	0.08	1484	FALSE	280	2920.44995117	7	0	FALSE	7.7476e-14
SUOX	0.269315673289183	2.66	-0.78	1670	FALSE	796	17107.8652344	16	2.616029	FALSE	9.399e-07
SUPT16H	0	3.03	1.88	3738	FALSE	1473	28458.7382812	86	22.250523	FALSE	1
SUPT20H	0.151103565365025	4.09	-0.69	2991	FALSE	451	4661.42919922	26	4.543879	FALSE	2.7313e-14
SUPT3H	0.395953757225434	4.13	1.16	1288	FALSE	610	9229.69726562	31	3.120676	TRUE	3.2442e-11
SUPT5H	0.0175054704595186	3.41	-0.15	3714	FALSE	1328	22963.8007812	76	51.058276	TRUE	1
SUPT6H	0.215706806282723	4.08	0.19	5741	FALSE	1331	19056.0664062	81	19.538078	TRUE	1
SUPV3L1	0.238907849829352	3.31	0.26	2585	FALSE	372	3018.93041992	10	5.824101	FALSE	0.032006
SURF1	0.259308510638298	1.87	-0.29	1031	FALSE	519	5847.35449219	11	10.957617	FALSE	1.5883e-13
SURF2	0.195979899497487	0.93	-0.12	851	FALSE	165	2234.44921875	6	15.801818	FALSE	6.9279e-06
SURF4	0.0237037037037037	3.17	1.43	936	FALSE	838	18367.4257812	17	27.109956	FALSE	0.60564
SURF6	0.110294117647059	1.51	-0.81	1150	FALSE	598	5558.57080078	18	11.713697	FALSE	6.449e-07
SUSD1	0.566094853683148	2.13	0.27	2581	FALSE	182	1188.02258301	9	2.869131	FALSE	2.169e-13
SUSD2	0.381710808876163	0.86	-0.32	2693	FALSE	249	4955.21240234	3	0	FALSE	1.8144e-21
SUSD4	0.225368063420159	2.93	1.69	1804	FALSE	192	1820.92102051	11	2.985203	FALSE	0.00014466
SUSD5	0.427018633540373	1.54	-0.12	1954	FALSE	147	930.876098633	4	0	FALSE	4.0003e-11
SUSD6	0.278688524590164	3.17	0.89	976	FALSE	116	631.67175293	3	3.639027	FALSE	0.63265
SUV39H2	0.241710384718859	4.39	1.66	1313	FALSE	1705	47648.4492188	86	3.531191	TRUE	0.92921
SUZ12	0.489444878811572	4.22	3.58	2460	FALSE	1207	22921.1542969	105	6.745403	TRUE	0.99998
SV2A	0.176623376623377	3.47	1.31	2409	FALSE	979	18304.5917969	68	58.380821	FALSE	0.22782
SV2B	0.0109546165884194	3.41	0.34	2228	FALSE	929	18061.3652344	55	2.039848	FALSE	5.7007e-05
SVEP1	0.3	2.87	1.29	11510	FALSE	616	8216.08984375	20	0	TRUE	0.99995
SVIL	0.17512077294686	1.9	-0.48	7306	FALSE	540	13036.8193359	19	2.675914	FALSE	0.00086302
SVIP	0.373469387755102	2.58	-1.19	282	FALSE	218	2127.19604492	2	0	FALSE	0.00030038
SWAP70	0.0758928571428571	3.73	0.86	1934	FALSE	318	3273.38989258	6	1.956392	FALSE	0.049628
SWSAP1	0.224422442244224	1.23	0.03	706	FALSE	132	755.543518066	5	0	FALSE	0.0042206
SWT1	0.51875	2.22	-0.23	2975	FALSE	292	3146.28662109	11	3.57242	FALSE	0.99759
SYAP1	0.203488372093023	2.7	-0.56	1187	FALSE	230	1083.43212891	18	4.293086	FALSE	0.94312
SYBU	0.152727272727273	2.58	0.63	2184	FALSE	333	2799.32739258	18	15.285406	FALSE	9.7732e-05
SYCE2	0.42675483214649	0.12	0.24	737	FALSE	197	1523.99609375	7	0	FALSE	0.28077
SYCP1	0.314285714285714	2.92	-0.77	3411	FALSE	467	13239.9697266	16	0	FALSE	0.99997
SYCP2	0.537190082644628	2.04	-0.69	5267	FALSE	359	9074.28613281	10	0	FALSE	1
SYCP2L	1.10178571428571	1.38	-0.95	2887	FALSE	134	1288.64526367	2	0	FALSE	3.0127e-23
SYDE1	0.422455220620358	2.15	0.77	2446	FALSE	425	4606.92529297	17	1.221958	FALSE	0.7662
SYDE2	0.42080378250591	2.79	1.89	3681	FALSE	302	3833.1340332	12	0	FALSE	2.3083e-17
SYK	0.0486425339366516	2.32	-0.72	2100	FALSE	2187	66676.4921875	79	0	FALSE	0.99986
SYMPK	0.0379008746355685	3.4	0.09	4225	FALSE	1017	16430.8359375	57	17.676056	FALSE	1
SYN1	0.0490018148820327	3.11	1.7	2310	FALSE	1652	37555.0585938	108	25.245979	TRUE	0.99216
SYN3	0.118198874296435	2.9	-0.29	1935	FALSE	557	6587.16259766	40	2.459736	FALSE	0.0018871
SYNC	0.51056338028169	0.84	-0.39	1575	FALSE	160	603.579101562	8	16.696873	FALSE	1.8569e-05
SYNCRIP	0	4.92	1.71	2066	FALSE	1209	21912.6035156	40	21.319934	FALSE	0.99939
SYNDIG1	0.0519067796610169	2.97	0.08	809	FALSE	570	4933.49365234	33	7.719755	FALSE	0.30249
SYNE1	0.281146637265711	3.01	1.31	29551	FALSE	1239	39546.5976562	81	1.926865	FALSE	3.1899e-52
SYNE2	0.371861093452003	2.38	0.89	23720	FALSE	870	19040.5488281	45	5.835292	FALSE	1.6503e-25
SYNE3	0.16015625	1.69	-0.12	3259	FALSE	114	561.571838379	0	0	FALSE	1.7571e-25
SYNE4	0.800201308505284	1.32	0.6	1356	FALSE	118	859.920898438	3	0	FALSE	4.188e-12
SYNGAP1	0.175675675675676	3.29	2.65	4471	FALSE	1111	16324.4853516	121	20.404505	FALSE	1
SYNGR1	0.0177038626609442	2.95	1.02	1024	FALSE	620	11514.6572266	37	17.268622	FALSE	0.45121
SYNGR3	0.215237146769576	1.94	0.09	1065	FALSE	581	4841.18896484	32	25.131867	FALSE	0.52946
SYNGR4	0.258909090909091	1.42	-1.39	837	FALSE	152	705.890991211	8	0	FALSE	1.1085e-09
SYNJ1	0.324050632911392	2.88	1.13	5380	FALSE	1050	21247.6464844	53	5.540946	FALSE	0.42709
SYNJ2	0.243523316062176	2.12	-0.03	5157	FALSE	875	13328.359375	33	0	FALSE	8.5042e-14
SYNM	0.313725490196078	0.59	0.15	4745	FALSE	316	2237.13549805	15	1.61338	FALSE	3.0339e-24
SYNPO	0.195488721804511	2.07	2.27	3498	FALSE	542	5078.97265625	35	1.596238	FALSE	0.98573
SYNPO2	0.290836653386454	1.85	-0.36	3966	FALSE	828	15919.3916016	27	0	FALSE	8.5623e-08
SYNPO2L	0.321895424836601	2.6	2.61	3090	FALSE	646	7537.81835938	23	0	FALSE	2.7515e-10
SYNPR	0.274782608695652	3.42	4.52	1096	FALSE	1167	19445.3535156	67	5.311169	FALSE	0.0041913
SYNRG	0.336842105263158	3.61	1.76	4368	FALSE	7	5.71045827866	0	5.220409	FALSE	0.93079
SYP	0.0550098231827112	3.46	1.76	1022	FALSE	1832	38603.4023438	134	38.032951	FALSE	0.91549
SYPL1	0.258907363420428	2.09	1.03	952	FALSE	247	2610.73266602	6	5.629926	TRUE	0.046723
SYT1	0	3.94	1.14	1381	FALSE	1675	49429.4023438	98	61.713264	TRUE	0.60038
SYT10	0.23679727427598	2.51	-0.22	1668	FALSE	532	7886.60400391	22	0	FALSE	6.2437e-05
SYT11	0.146739130434783	3.89	2.78	1344	FALSE	1044	17549.3066406	69	80.736118	FALSE	0.92676
SYT14	0.311053984575835	3.97	0.26	2051	FALSE	481	26017.8066406	24	2.369858	FALSE	0.94463
SYT15	0.322672352523099	1.55	-0.74	1800	FALSE	295	1545.63000488	13	0	FALSE	2.4168e-15
SYT16	0.280898876404494	2.43	0.83	2123	FALSE	1	0	0	2.075304	FALSE	2.0162e-06
SYT17	0.061415220293725	3.3	0.38	1731	FALSE	387	4157.32861328	20	2.034801	FALSE	1.0974e-05
SYT2	0.0302734375	3.42	1.08	1372	FALSE	1091	15379.3476562	63	0	TRUE	0.98133
SYT3	0.20093896713615	2.47	0.73	1885	FALSE	792	9680.03125	47	12.228783	FALSE	0.80772
SYT4	0.155124653739612	4.06	2.32	1326	FALSE	1249	25315.21875	73	81.160758	FALSE	0.43924
SYT6	0.0301810865191147	3.59	1.54	1701	FALSE	611	8947.80273438	33	10.336408	FALSE	0.0081153
SYT7	0.104534005037783	3.39	1.69	2253	FALSE	715	8261.77734375	41	11.969385	FALSE	0.96342
SYT8	0.272021730694606	0.08	-0.77	1906	FALSE	435	4232.67626953	17	0	FALSE	9.8941e-25
SYT9	0.19047619047619	4.03	0.84	1649	FALSE	806	8562.69042969	48	1.089132	FALSE	0.30911
SYTL1	0.191331923890063	2.38	0.53	1897	FALSE	345	3584.99438477	10	0	FALSE	1.1537e-11
SYTL2	0.977848101265823	3.7	1.64	7065	FALSE	286	2216.99365234	10	0	FALSE	4.2572e-21
SYTL3	0.375796178343949	1.72	-1	2057	FALSE	2	0.00965589750558	0	0	FALSE	2.2377e-20
SYTL5	0.235759493670886	3.35	1.34	2515	FALSE	418	6343.06884766	23	0	FALSE	0.00026919
SYVN1	0.0913705583756345	2.96	1.83	2081	FALSE	726	9519.57226562	15	9.632027	TRUE	0.9997
SZT2	0.329411764705882	3.47	1.36	11303	FALSE	124	678.161254883	15	3.68675	FALSE	2.3263e-14
TAAR1	0.249669749009247	2.51	1.02	1020	FALSE	360	4190.56884766	11	0	FALSE	0.00039183
TAAR2	0.572481572481572	3.3	0.15	1072	FALSE	319	3345.47705078	8	0	FALSE	7.64e-11
TAAR5	0.181008902077151	2.19	-0.47	1014	FALSE	400	8218.23339844	10	0	TRUE	6.2057e-11
TAAR6	0.372239747634069	1.49	-1.71	1038	FALSE	364	4584.54980469	12	0	FALSE	0.016668
TAB1	0	3.04	1.61	1765	FALSE	1118	13224.6416016	52	10.329683	TRUE	3.2186e-07
TAB2	0.0258964143426295	4.24	1.05	2224	FALSE	815	11054.8574219	39	11.779622	TRUE	0.99998
TAB3	0.162790697674419	3.82	0.83	2338	FALSE	537	6379.12060547	28	4.642856	FALSE	0.61714
TAC1	0.0735930735930736	3.68	1.66	470	FALSE	1418	29519.2890625	77	1.557293	TRUE	0.74608
TACC1	0.348348348348348	2.4	0.48	2915.667	FALSE	315	4967.92773438	23	1.880909	FALSE	5.4901e-05
TACC2	0.672185430463576	2.51	0.87	9695	FALSE	347	5349.11816406	18	3.518214	FALSE	4.819e-24
TACC3	0.641140301844606	-0.49	-0.72	2741	FALSE	741	11847.2041016	36	1.568603	FALSE	2.7082e-07
TACR1	0.0185512367491166	3.6	0.7	1292	FALSE	696	11820.2607422	25	0	FALSE	0.00038437
TACR2	0.193427230046948	2.5	-0.43	1261	FALSE	379	4296.34765625	10	0	FALSE	8.8349e-05
TACR3	0.142857142857143	2.67	-1.13	1462	FALSE	517	6887.375	28	0	FALSE	1.8068e-17
TACSTD2	0.0390813859790492	2.25	0.08	972	FALSE	484	9087.28515625	12	0	FALSE	0.0046571
TADA1	0	3.14	0.28	1120	FALSE	260	2305.27612305	10	12.033574	TRUE	0.090708
TADA2A	0.0204918032786885	4.39	-1.1	1653	FALSE	5	0.217469573021	0	5.978621	TRUE	9.2222e-09
TADA2B	0	2.72	1.02	1279	FALSE	606	4698.67724609	47	6.765666	TRUE	0.72366
TAF1	0.256585365853659	3.73	1.05	6422	FALSE	1211	17053.9140625	96	2.714397	TRUE	1
TAF10	0.0648055832502493	3.36	-0.13	721	FALSE	528	5709.35449219	29	16.499688	TRUE	0.88076
TAF15	0.535211267605634	3.83	2.3	2389	FALSE	672	7452.55126953	23	71.543753	TRUE	0.16517
TAF1B	0.180348258706468	2.53	-0.06	1991	FALSE	288	2762.97119141	14	2.023568	FALSE	7.9823e-15
TAF1C	0.312011371712864	1.1	-0.62	2836	FALSE	366	3666.28613281	24	6.953645	FALSE	1.4604e-24
TAF1L	NA	0.45	0.08	5481	FALSE	1164	16157.0654297	93	1.564671	TRUE	0.96182
TAF2	0.0609756097560976	3.68	2.02	4172	FALSE	711	9736.90039062	45	6.505705	TRUE	0.0025958
TAF3	0.186385737439222	2.61	1.88	2886	FALSE	1005	13808.0214844	69	3.179044	TRUE	0.99997
TAF4	0.0860719874804382	1.95	1.15	3482	FALSE	913	11031.8300781	61	4.174537	TRUE	1
TAF4B	0.394881170018282	2.74	1.22	2861	FALSE	335	1184.17285156	15	0	FALSE	0.23446
TAF5	0.173295454545455	4	2.61	2563	FALSE	957	14452.1044922	51	4.546989	TRUE	0.99973
TAF6	0.253156945279615	3.34	0.96	2475	FALSE	669	10491.6445312	47	14.478309	FALSE	8.2703e-09
TAF6L	0.28649138712602	2.77	-0.07	2015	FALSE	448	2863.97143555	35	4.168541	TRUE	0.070105
TAF7	0	3.07	-0.92	1050	FALSE	832	18888.1523438	41	71.354769	TRUE	0.89371
TAF7L	1.10249307479224	1.22	-0.36	1581	FALSE	659	9693.25488281	36	0	FALSE	0.98636
TAF8	0	3.66	1.19	1267	FALSE	572	7776.7109375	18	0	TRUE	7.3155e-13
TAF9	0.344446613594788	3.44	-0.04	1405	FALSE	1213	20697.8574219	43	15.762402	TRUE	4.2231e-07
TAGAP	0.312688821752266	0.8	1.11	2342	FALSE	862	19540.9472656	9	0	FALSE	0.84621
TALDO1	0.110526315789474	2.42	0.11	1128	FALSE	1210	17871.6328125	21	35.505929	FALSE	2.5234e-06
TAMM41	0.376199616122841	2.49	-2.17	1540	FALSE	296	4652.41210938	5	1.086313	FALSE	1.0996e-06
TANC1	0.181169757489301	2.97	1.85	5970	FALSE	1043	11184.0927734	52	0	FALSE	2.1625e-05
TANC2	0.0480591497227357	4.11	2.19	6777	FALSE	1081	12622.4873047	73	17.021592	TRUE	1
TANGO2	0.0446533490011751	2.21	-0.19	1132	FALSE	269	2969.00952148	16	1.698953	FALSE	0.00014769
TANGO6	0.632854578096948	2.57	0.29	3557	FALSE	206	1513.69287109	10	4.683237	FALSE	6.3244e-14
TANK	0.317073170731707	3.64	1.55	1774	FALSE	345	1470.34716797	14	4.001741	FALSE	0.83828
TAOK1	0.106035889070147	4.6	2.26	3294	FALSE	680	12465.3242188	55	12.934712	FALSE	0.99787
TAOK2	0.0821566110397946	3.47	1.66	5026	FALSE	336	4432.47412109	17	13.338584	FALSE	0.99976
TAOK3	0.333591931730023	3.59	1.92	2985	FALSE	482	6168.98193359	31	4.115146	FALSE	0.99975
TAP1	0.408950617283951	1.8	-1.27	2587	FALSE	433	4075.58227539	9	0	FALSE	5.3431e-06
TAP2	0.214574898785425	1.85	-1.46	2915	FALSE	394	3508.45922852	12	0	FALSE	6.799e-08
TAPBP	0.353932584269663	1.74	-0.75	1701	FALSE	469	4861.63525391	7	3.391499	FALSE	6.6044e-09
TAPT1	0.148148148148148	3.56	1.31	1912	FALSE	302	4893.03125	6	4.500992	TRUE	0.032078
TARBP1	0.226308345120226	1.88	0.76	5330	FALSE	562	6470.35986328	11	1.593924	TRUE	1.3937e-23
TARS	0.0818713450292398	3.65	-1.2	2576	FALSE	1117	12480.9951172	19	11.801731	FALSE	9.9483e-13
TARS2	0.580860084797093	2.44	0.42	2429	FALSE	780	8026.56835938	8	4.512955	FALSE	1.2185e-12
TARSL2	0.386046511627907	2.38	-1.64	2697	FALSE	845	10755.7724609	10	4.012961	FALSE	3.7422e-15
TAS1R1	0.322519083969466	1.64	0.67	2606	FALSE	483	5147.38916016	12	0	FALSE	7.3432e-14
TAS1R2	0.229180116204003	1.56	0.3	2600	FALSE	480	5943.76464844	12	0	FALSE	7.6139e-17
TAS1R3	0.114664082687338	1.02	-0.49	2639	FALSE	611	10380.6875	26	0	FALSE	6.7868e-25
TAS2R13	1.44313725490196	-0.32	-0.99	912	FALSE	339	4570.60888672	1	0	FALSE	NA
TAS2R14	1.04375667022412	-1.2	-1.71	954	FALSE	325	3207.38671875	1	2.235604	FALSE	NA
TAS2R3	0.851179673321234	0.92	-0.33	951	FALSE	322	2741.2355957	2	0	FALSE	0.00046636
TAS2R40	1.16279069767442	0.75	-0.69	972	FALSE	295	1305.77270508	3	0	FALSE	0.028878
TAS2R41	1.27601809954751	0.9	0.27	924	FALSE	303	1726.53601074	3	0	FALSE	1.3825e-12
TAS2R42	0.966569767441861	-0.51	-0.59	945	FALSE	253	412.109375	1	0	FALSE	NA
TAS2R46	0.835351968511898	-0.46	-0.63	930	FALSE	305	2718.171875	1	0	FALSE	NA
TAS2R7	0.510971786833856	0.69	-0.43	957	FALSE	309	1920.66418457	3	0	FALSE	0.032062
TASP1	0.064638783269962	4.13	1.16	1573	FALSE	294	2898.33911133	11	1.545881	TRUE	0.60781
TAT	0.280943025540275	3.52	0.59	3108	FALSE	672	6487.21826172	14	0	FALSE	0.0068998
TATDN1	0.210826210826211	3.68	-0.11	1248	FALSE	429	3414.53027344	8	3.333337	FALSE	6.4923e-16
TATDN2	0.687396006655574	1.76	-0.07	2366	FALSE	348	2790.58203125	10	17.711897	FALSE	3.0137e-07
TATDN3	0.401225114854518	3.22	-0.33	1063	FALSE	257	780.424743652	9	4.13159	FALSE	5.4402e-07
TAZ	0.140200286123033	2.76	-0.56	1220	FALSE	4	0.0665334165096	0	2.063794	TRUE	0.72591
TBATA	0.480629539951574	1.17	-0.13	1229	FALSE	130	1373.30078125	6	0	FALSE	4.7461e-10
TBC1D1	0.116865869853918	2.42	1.05	4230	FALSE	516	8616.53125	13	4.762688	FALSE	1.8584e-13
TBC1D10A	0.0705882352941176	2.89	1.19	1676	FALSE	273	1087.62585449	6	2.987169	FALSE	0.0042922
TBC1D10B	0.145823501651723	3.08	1.56	2555	FALSE	269	1473.07421875	7	13.166096	FALSE	0.99922
TBC1D12	0.240853658536585	2.81	1.05	2520	TRUE	310	2525.00366211	10	4.438567	FALSE	1.715e-05
TBC1D13	0.0277777777777778	3.57	0.77	1379	FALSE	257	928.238830566	12	9.922973	FALSE	0.00065868
TBC1D14	0.0628571428571429	2.56	-0.23	2449	FALSE	397	4166.76025391	6	47.662506	FALSE	0.039267
TBC1D15	0.323577235772358	4.03	1.42	2410	FALSE	663	9006.44042969	24	3.977904	FALSE	0.06152
TBC1D16	0.0441705187467899	2.67	0.8	2729	FALSE	389	3492.57958984	13	12.710524	FALSE	2.5682e-07
TBC1D17	0.0442655935613682	2.73	0.63	2203	FALSE	527	6097.25878906	15	21.175094	FALSE	8.0387e-21
TBC1D19	0.0365296803652968	4.04	0.2	1964	FALSE	146	1084.70227051	2	2.784825	FALSE	0.00063144
TBC1D2	0.151793160967473	2.64	-1.31	2989	FALSE	NA	NA	NA	0	FALSE	2.9932e-10
TBC1D20	0.0345744680851064	3.46	-0.39	1324	FALSE	303	2444.89624023	6	7.235619	FALSE	0.93074
TBC1D21	0.166163141993958	2.76	0.85	1171	FALSE	363	2451.09570312	12	0	FALSE	3.1602e-07
TBC1D22A	0.210227272727273	2.17	0.33	1855	FALSE	448	5216.77392578	12	2.670632	FALSE	0.41937
TBC1D22B	0.477250726040658	4.17	2.75	1710	FALSE	355	2875.12304688	10	7.165175	FALSE	0.025486
TBC1D23	0.214092140921409	4.29	2.09	2439	FALSE	228	2408.40600586	3	6.75979	FALSE	1.782e-05
TBC1D24	0.0285714285714286	2.78	0.16	1776	FALSE	386	5105.79833984	39	7.027644	FALSE	1.2788e-08
TBC1D25	0.0641711229946524	2.96	0.91	2203	FALSE	508	5103.72167969	20	8.260865	FALSE	0.52262
TBC1D30	0.168560606060606	3.03	0.58	3129	FALSE	653	5305.34423828	20	8.4704	FALSE	0.88919
TBC1D32	0.347613219094247	2.98	0.55	4409	FALSE	243	8229.78710938	7	1.122941	FALSE	8.002e-27
TBC1D4	0.237311385459534	3.06	0.8	4217	FALSE	535	35238.2382812	18	2.145262	FALSE	8.473e-24
TBC1D5	0.173361522198732	3.85	2.18	2807	FALSE	558	8410.65625	11	4.634357	FALSE	4.6359e-18
TBC1D7	0.673860911270983	3.25	-1.13	1258.667	FALSE	341	3345.0559082	13	5.740802	FALSE	2.9441e-12
TBC1D8	0.278486581610207	2.71	1.14	3772	FALSE	530	7408.40820312	13	1.879287	FALSE	5.5998e-13
TBC1D8B	0.329041487839771	3.88	2.19	3810	FALSE	612	12582.7158203	21	0	FALSE	5.953e-09
TBC1D9	0	3.23	0.51	4121	FALSE	639	9430.93457031	21	11.772039	FALSE	2.8039e-05
TBC1D9B	0.139130434782609	2.49	1	4089	FALSE	593	11299.9013672	16	8.163909	FALSE	5.0231e-12
TBCCD1	0.276807980049875	3.32	0.3	1810	FALSE	89	455.878967285	2	3.75225	FALSE	0.0019751
TBCD	0.300146412884334	1.32	-0.84	4647	FALSE	756	18279.6699219	32	26.374721	FALSE	1.0032e-07
TBCE	0.450549450549451	2.12	-1.13	1993	FALSE	525	6178.78613281	27	9.077611	FALSE	1.7455e-08
TBCEL	0.0197132616487455	4.24	2.49	1394	FALSE	168	1038.33166504	5	2.585056	FALSE	0.97472
TBCK	0.359996516673801	3.55	-0.98	3066	FALSE	301	4675.47363281	6	3.245511	FALSE	2.0935e-15
TBK1	0.0728813559322034	4.18	-0.67	2494	FALSE	1770	34779.1835938	71	3.008606	TRUE	0.075174
TBKBP1	0.0523743016759777	3.25	1.15	1976	FALSE	383	3373.40917969	16	8.583119	FALSE	0.27032
TBL1X	0.0404738400789734	2.26	1.97	1958	FALSE	1281	34823.5273438	86	1.708808	TRUE	0.97946
TBL1XR1	0	4.26	0.61	1755	TRUE	1429	37843.9296875	104	12.892427	TRUE	0.99995
TBL2	0.141086749285033	3.06	-0.78	1566	FALSE	733	10546.5	23	4.796627	FALSE	0.00018452
TBL3	0.107977991746905	2.29	0.17	2763	FALSE	796	6505.62744141	16	10.494315	FALSE	9.4054e-11
TBPL1	0	4.95	1.02	653	FALSE	1169	20855.0976562	71	11.75354	TRUE	0.37902
TBPL2	0.429059829059829	1.38	-2.49	1224	FALSE	936	16481.1503906	52	0	FALSE	1.4914e-10
TBR1	0.333985649054142	3.71	4.52	2129	FALSE	1057	12359.7304688	138	31.080249	TRUE	0.99901
TBRG1	0.344	3.49	-1.3	1364	FALSE	1513	52847.3242188	74	5.881122	FALSE	0.00017381
TBRG4	0.490301724137931	1.57	-0.5	2042	FALSE	416	4689.58642578	10	6.230162	FALSE	1.225e-06
TBX1	0.254446262956901	2.12	-0.27	1914	FALSE	1302	22289.0175781	106	0	TRUE	0.83661
TBX10	0.16031746031746	1.76	-0.33	1270	FALSE	390	2935.08227539	43	0	TRUE	2.0686e-08
TBX18	0.0538194444444444	4.05	0.52	2019	FALSE	617	8235.97167969	59	0	TRUE	0.99905
TBX19	0.145631067961165	2.67	0.49	1459	FALSE	389	4722.43310547	33	0	TRUE	7.1102e-06
TBX2	0.0142959256611866	3.03	3.13	2235	FALSE	924	12116.0117188	79	0	TRUE	0.99329
TBX20	0.0159914712153518	3.67	1.19	1456	FALSE	587	5575.10205078	58	0	TRUE	0.97302
TBX21	0.112590799031477	2.45	1.16	1688	FALSE	1283	20055.7617188	62	0	TRUE	0.99636
TBX3	0.0344827586206897	3.16	1.84	2344	TRUE	1056	13854.9384766	105	0	TRUE	0.98907
TBX4	0.0300563556668754	3.55	2.23	1755	FALSE	544	6538.5	58	0	FALSE	0.5048
TBX5	0.0202020202020202	3.18	0.42	1737	FALSE	914	10123.2197266	103	0	TRUE	0.99954
TBX6	0.268770402611534	2.96	-0.75	1472	FALSE	551	7243.87646484	53	0	TRUE	0.0068128
TBXAS1	0.180434782608696	1.9	0.23	2082	FALSE	622	12088.1103516	9	0	FALSE	1.4088e-20
TBXT	0.10952380952381	2.25	-0.81	1428	FALSE	528	3455.86181641	59	0	TRUE	0.024262
TC2N	0.376146788990826	3.24	-0.25	1633	FALSE	259	3470.56518555	5	0	FALSE	1.1879e-09
TCAIM	0.448863636363636	2.16	-0.59	1691	FALSE	82	425.206573486	0	2.563577	FALSE	2.2334e-05
TCAP	0.053248136315229	3.02	0.51	520	FALSE	515	7337.16259766	11	1.445859	FALSE	0.18939
TCEA1	0.0262697022767075	3.74	0.38	1107	FALSE	1036	19136.0566406	46	5.620883	TRUE	0.89541
